listing_id,id,date,comments
1963074,478836505,6/30/2019,"Beautiful room, beautiful back garden. Stylish, sparkling clean, and all the amenities.  I was doing a conference at DCU and this was a perfect stay. Robyn took great care of me. I would definitely recommend and come again."
1963074,480299852,7/2/2019,"Very friendly host, superb room approx 20 mins from city centre and 15 mins drive to the airport.  Spotlessly clean, fresh towels, clean linen stylish room. Nice ensuite private and a lovely kitchenette area for a complimentary cuppa , cookies or cereals . Lovely lady ."
1963074,482421948,7/6/2019,"Robyn thank you for your hospitality, the room was perfect for us and if were ever back in Dublin we would love to stay with you again. Its far enough out of the hustle and bustle but still only a few minutes in on the bus. Dont think youll find better for the price stylish room with a lovely en-suite and view into the garden. Great stay."
1963074,483315047,7/7/2019,Idea location for city centre and croke park. Very clear. Excellent amenities. Outstanding host. Definitely will be back. Love ever minute of my stay. A must if you are thinking of staying in Dublin.
1963074,485137764,7/10/2019,"Very short stay due to an overnight layover in Dublin. Place was clean, stylish and comfortable."
1963074,486833581,7/13/2019,"Unfortunately we just stayed for one night but we have enjoyed it very much. Robyn is a very nice host. 
The room was great and very clean. The location is perfectly situated and the city is easy to access by bus from there."
1963074,488721501,7/15/2019,"Robyns place is lovely. Its the perfect location if you need to be close to the airport.
The apartment is very clean, and has a beautiful little patio off the room for you to enjoy. 
I would highly recommend this place!"
1963074,490261043,7/18/2019,Sparkling clean and modern! Bus right outside the door.
1963074,493310581,7/22/2019,"Good location close to airport, comfortable big bed, space well organized"
1963074,493915160,7/23/2019,"Robyns studio really is as amazing as advertised, I had a lovely  and relaxing stay !!"
1963074,494903939,7/25/2019,"Great place to stay,  especially heading to airport. Great host!"
1963074,495565654,7/26/2019,Great stay!!! Would highly recommend
1963074,498142316,7/29/2019,Robyns place is lovely and tranquil. We got a good nights sleep after a late flight and enjoyed a much appreciated breakfast in the garden. Wed definitely stay again!
1963074,499892814,8/1/2019,Great value and beautiful room!  King bed was very nice since you dont see that much in EU. Would definitely book again!
1963074,501090163,8/3/2019,Robyns place was perfect for our final night in Dublin with an early flight out out the next morning. The space is clean and modern and the breakfast goodies were a great addition! The back garden is quite lovely as well. Would definitely recommend a stay here!
1963074,502224184,8/4/2019,"What a lovely introduction to Ireland. After 30 hours of travelling, Robyn's warm welcome, lovely home, hot shower and super comfy bed where perfect. Then a healthy breakfast and local tips set me up for the next part of my journey. Robyn is the perfect host - there when you need her and giving you privacy when you want it. Thank you, Robyn. See you soon."
1963074,503693690,8/6/2019,This place is just perfect. Once youve visited the crowded and busy Dublin it is really nice to come back to this quiet place and just relax in the garden.
1963074,506322967,8/10/2019,This was my second stay in Robyn's lovely home. It was like coming home. A beautiful room in which to relax and a great base for exploring Dublin. Robyn is a thoughtful and gracious host.
1963074,508756933,8/13/2019,Such a cool place to stay! Robyn and her sister are both lovely. The house is right across from a bus stop that takes you right into the city which is very convenient. Loved being able to sit outside to eat the cereal breakfast that was provided. Would stay here again if ever back in Dublin!
1963074,514028370,8/20/2019,"Clean, stylish space.  Proactive communication."
1963074,514546875,8/21/2019,"Everything about Robyns was so fantastic!!! She was warm and welcoming, and the backyard garden is superb! ‚ò∫Ô∏è"
1963074,515787108,8/23/2019,Robyn was a amazing host and very friendly. Beautiful and clean room. Would definitely recomend.
1963074,516550282,8/24/2019,Robyns home is so chic - right down to the cute matching soap pumps! extremely comfortable and clean. Good location for a short drive into the city.
1963074,521823024,9/1/2019,Robyn is a gracious and welcoming host. She provides a delicious breakfast and the green space in the backyard is a delightful view. It is conveniently located near a bus stop and a short walk from a great pub. It was a nice place to start our Irish adventures.
1963074,524583967,9/6/2019,Great location to bus and airport. Clean and functional space. Beautiful garden.
1963074,525055555,9/7/2019,Robyn's place is nice modern and comfortable. The bus stop to downtown Dublin is conveniently right in front of the home and drive to the airport is only a short distance. We tried the pub nearby for dinner that Robyn suggested and the food was fantastic. We would highly recommend Robyn's place.
1963074,531381314,9/17/2019,"We loved staying at Robyns! She was so hospitable and greeted us so warmly when we arrived! Her place was pristine and just what we needed! Great location close to Dublin city center and the airport. She had a beautiful patio/garden and as a pet lover missing our fur kiddos at home, we loved watching her cats play in her yard! :)"
1963074,533283850,9/21/2019,Robyn's room was the perfect place for our last night in Dublin. Absolutely beautiful! She also called a taxi for us and provided recommends for the area. Thank you again!
1963074,535346932,9/24/2019,Perfect stay before morning flight from Dublin airport. Last Irish dinner in a pub 5 minutes walk from Robyns  place. We will be back!
1963074,536276113,9/26/2019,Very clean. Good location and facilities. Quiet despite being on main road. Frequent bus service into City. Off-road parking. Just what we wanted.
1963074,537200783,9/28/2019,"This is a great value, and Robyn is a wonderful host. Id highly recommend a stay here. Thanks for everything, Robyn."
1963074,538063087,9/29/2019,"Robyn offers a wonderful place to rest from the hectic rush. Hands down, Id choose her place over a hotel any day. It was immaculately clean and comfortable. Nice, quiet area. Parking. Beautiful accommodations. Exceptional hostess."
1963074,538857270,9/30/2019,Zeer nette en ruime kamer met grote tuin. Robyn communiceerde duidelijk en snel. Zeker een aanrader!
1963074,539868540,10/2/2019,Beautiful home and backyard!
1963074,540943321,10/4/2019,This place was absolutely spectacular. Superbly clean better than photos. Beautiful garden super easy to get to. Honestly the only place Id want to stay when I come back. It was the highlight of my stay seeing it for the first time. The place smelled clean looked clean and was just a lovely spot. Look no further than this place for your stay in Dublin. Id give it  10 stars if I could
1963074,541477928,10/5/2019,"Robyns place is perfect ! So many little touches like drinks and chocolate bars waiting for us, yummy yoghurt and muesli, lovely backyard garden, and large spacious room with large bed and extra heating if needed. Robyn is so friendly and kind and gave us great tips for walking and pub food! Its very close to the airport and yet also close to town which is handy and we could park our car safely by the house off the road which was really handy. Thanks Robyn for a great stay !!"
1963074,543695808,10/8/2019,"A lovely, restful, beautifully appointed space with good facilities. Robyn was a great host and very accommodating. Out back, there's the most beautiful garden we've ever seen in an Airbnb rental. Highly recommended."
1963074,544975165,10/11/2019,"Very nice and quiet room with a patio and a kitchen.  The bus to the city of Dublin is just across the street. Also not far from the airport. Robyn is a very nice person, she made us feel at home. We will definitely go back on a next trip."
1963074,545358029,10/12/2019,"This is a strikingly beautiful place, from bathroom to garden!  Host Robyn is very helpful and provides everything you need for an enjoyable stay.  Very spacious and spotless!"
1963074,546236008,10/13/2019,"Clean, modern, and private room with access to a lovely backyard. Easy check-in instructions from the host as well as good communication. Would highly recommend!"
1963074,550804708,10/19/2019,My husband and I were passing through Dublin and needed a place to stay. Robyn's place was great! We felt right very comfortable during our stay at Robyn's. It is very spacious as well and she has a beautiful back patio view!
1963074,551328985,10/20/2019,This my second stay at Robyn Place and first time I had the pleasure of meeting her. She is wonderful host. The room is sparkling clean. Amenities are excellent. Location is ideal. I love this place so much I'll be staying again in December. Recommended to all who want to explore Dublin. Botanical Gardens and croke Park are not situated far from the accommodation.
1963074,552291796,10/21/2019,Its almost better than it appears on the website and Robin is so responsive and communicative it made our last night in Dublin worry free! The backyard with the deck is gorgeous and her own little private and peaceful space in a city!
1963074,555215424,10/27/2019,Robyn was an excellent host; we found everything exactly as mentioned in the listing!  The site was spotless and had all we needed!  She was gracious enough to allow us an early check in as our flight arrived early morning!  Outstanding!
1963074,556736716,10/30/2019,Our one night stay before flying out was great. Quiet room and our host was excellent with a tip on where to eat dinner. Clean room. Would definitely stay again. Could use a slightly more comfortable mattress and shower is tiny but adequate.
1963074,557588717,11/1/2019,Great time and amazing host! Communication was perfect and super down to earth! Recommended!
1963074,558008929,11/2/2019,"fantastic place - well stocked, spotless and handy to everywhere! robyn is such a helpful host and we genuinely couldnt have asked for more"
1963074,560029465,11/5/2019,"This spot is amazing. 
1. It's stylish
2. Super clean
3. Quiet
4. Gorgeous
5. Robyn is an excellent host, very communicative and helpful"
1963074,562843560,11/11/2019,Very friendly host! Place has all the amenities needed. Spacious and stylish space suitable for any type of stay and perfect location to explore Dublin with a bus stop on the doorstep! So clean and so many nice touches left for guests which added to a perfect stay 
1963074,566029825,11/18/2019,"My stay was very comfortable. Location is very good, easy access from airport and city centre. Room size was very good, clean and nice view of the garden."
1973276,418994345,3/3/2019,"Susan is amazing as was the house and her service. 

Thank you so much ‚ù§Ô∏è"
1973276,422525942,3/11/2019,"We would like to thank Susan for her hospitality.  We spent a great WE in Susans House. 
The house is very well equipped.
A short taxi drive from the center and a few meters from a great pub called Hole in the Wall.
We recommend Susans place.
Richard"
1973276,425858804,3/19/2019,Susans home was absolutely perfect for our family of 7 - great location and amenities - we had a great time and survived St Patricks day in Dublinù - thanks from your new Canadian friends.
1973276,437235725,4/14/2019,"Everything about Susans home is exceptional - clean, beautifully decorated, in a stunning location virtually inside the Phoenix Park! I loved it. And its really convenient for the city Centre. Susan thinks of everything and I could not have been more impressed by her warmth and friendliness. She puts a lot of time and effort into ensuring her guests are comfortable and that they enjoy their visit. Thank you Susan - it was a top class experience!"
1973276,444148026,4/27/2019,"This place is amazing, lots of space, great view and convenient location to stay outside of the temple bar area. But what makes this place extra special was the host, Susan. She goes above and beyond! She is so thoughtful and thinks of everything to make your stay comfortable. She left breakfast food and juice in the fridge since she knew we were flying in first thing in the morning. She lent us her guide book and had maps and brochures that she happily to walked us through. She was super responsive. I can go on and on. Highly recommend any place ran by Susan."
1973276,449209720,5/6/2019,This was my best Airbnb experience. Everything you could possibly need was there. It looked awesome and being right next to the park was so nice.
1973276,451853142,5/12/2019,My oh my what a pleasant stay! Susan was an absolute joy to meet and stay with. The house is beautiful and very accommodating even for large groups. Our host helped us out with local tips and getting around the city. She was available at a moments notice and even provided toiletries and other necessities including baby items for my infant: Wow!! The place was perfect and I would recommend it to any family looking for a great stay in Dublin.
1973276,455086995,5/19/2019,"Susan ist fabulous host who also did a very good job at designing the apartment without putting in the money for expensive designer furniture. If you need lots of space and prefer not to stay in the city center this apartment is nearly ideal. You have views into the Phoenix Park and an excellent pub nearby. But you must also know that the city center is a 15-minute-cab-ride away (which didn't bother us)¶ it is not posh, but very nice with a big living room and a fully equipped kitchen - Susan even put sausages and eggs and beer in the fridge¶"
1973276,469315951,6/14/2019,"We had a fabulous time in Dublin and Susan was an amazing host!  Whenever we needed anything, she was there!  It was my daughter's 21st birthday and we were heading on a day trip so we ordered a cake at the bakery near by (amazing!!) and Susan picked up the cake for us while we were out sightseeing that day.  So many special extra touches she did for us to make our stay more enjoyable.  (doing laundry, getting us ice, getting extra pots & pans for our dinners and so much more!)  And Robbie & Bob - talk about 2 great guys to take us wherever we needed to go!  I just can't say enough about how well we were treated.  We can't wait for our next trip back to Ireland.  The hospitality was beyond our expectations.  Also, the ""Hole in the Wall"" and ""Cumiskey's"" restaurants were so close and convenient.  Great food and Guinness everywhere!!  There were 12 of us - sometimes even 13 and we tend to be the ""loud family"" - we hope we weren't too much of a bother!  We now have new friendships with Susan, Robbie & Bob.  Phoenix Park out our back door was beyond beautiful... many long walks through the part and the Dublin Zoo was fun too!  It was a trip of a lifetime and Susan made it that much more enjoyable.  So many memories, laughs and funtimes.  Thank you Thank you Thank you!!!  Betsy & Crew xoxox"
1973276,476514092,6/26/2019,"Warm hospitality and great location. Susan is very welcoming and thoughtful. You wont need a car î we walked, used public transportation (both train & bus), and used taxis. Bob (taxi driver recommended by Susan) was great. Lovely pub/restaurant (Hole in the Wall) close by. Park runs behind home and access is close. Bakery - yum - right around the corner. Our family group (7 of us) had a great visit."
1973276,482288613,7/6/2019,"Our experience at Susans property was fantastic. She couldnt have been more responsive, stocked the fridge, and even dropped our laundry off at the laundress when there were concerns about the washer and dryer. Susan was a fantastic host and made our time in Dublin truly special."
1973276,492467185,7/21/2019,"Loved staying here! Great location, and had all the amenities we needed! Plus it was walking distance to hole in the wall (super yummy food & great drinks) Susan was right next door so if we needed anything she was close by to help out! She was super nice and responded quickly to any questions I had"
1973276,504110034,8/7/2019,Susan is a gracious host and very responsive to all questions. Her place is beautiful and perfect for a family looking for more room than a hotel. The townhouse is located next to a beautiful park and a wonderful pub with amazing food.  Its a short taxi ride to all the central Dublin attractions.
1973276,507254180,8/11/2019,"Very nice house, clean and well maintained.  Susan is very friendly, and provided a lot of local tips and information. We very much enjoyed our stay."
1973276,512472364,8/18/2019,"Myself and 7 friends stayed at Susans for 2 nights, and Susan was an amazing host. It was my 30th birthday and when I arrived Susan had laid out decorations and a lovely cake! The communication from Susan was excellent and she made sure we all had a great time! She had even arranged for Bob her taxi driver to pick us up from the airport when we arrived. The house was lovely and clean and we had everything we needed and more! Including a fridge stocked with breakfast which lasted us the 2 days! We couldnt have wished for anything more. Thank you so much Susan!"
1973276,520967245,8/31/2019,"Susan is a fantastic host. She truly wants you to feel at home in her place. She goes above and beyond in making sure you have everything you could possibly need. 

The beds, however, seem to be old. We all did not sleep very well on them. The bathrooms could also use some updating."
1973276,526670396,9/9/2019,"Susan is a fantastic host, she arranges early check in if possible arranges taxi's through Robbie and Bob who were also fantastic. Nothing was too much trouble for them.
Susan was hand if we had any queries and also informing us of all the local attractions.
I would highly recommend Susan to anyone looking to travel to Dublin.
Thank you to you and the boys as you made our stay very memorable and we will certainly be back."
1973276,529213170,9/14/2019,Susan was a wonderful host! Very thoughtful and helpful with local hints. The apartment has everything you will need. Very close to downtown and the airport. Nearby street parking available. Several close bars and restaurants withon easy walkin distance. The park in the back is wonderful for walking.
1973276,530035896,9/15/2019,"Spotlessly clean and excellent value for money. The bed was very comfy too and a short taxi drive into the town centre. Susan was easy to deal with and nothing was too much trouble. Thank you for a great stay, we would definitely stay here again. Many thanks Andy"
1973276,536782392,9/27/2019,Absolutely fantastic house with a great host.  Just perfect couldn't fault a thing plus great location  10/10
1973276,542426925,10/6/2019,"Such an amazing stay, very attentive the whole way through. Loved every minute, would definitely recommend."
1973276,547568136,10/15/2019,I can not express how perfect this experience was for me and my family. Susan is exceptional. She was very communicative from the beginning and all throughout our stay. She helped us organize transportation to all our various activities. She was very responsive to anything we needed. The location is great. The home is PHENOMENAL. My family and I had a PERFECT TRIP to Dublin and a large part of that is thanks to Susan!
1973276,554468769,10/26/2019,"Suzan is not just a superhost, she is probably the best host in the entire AirBnB!! Great attentions, thoughtful touches, always quick to respond and take care of you. If you go to Dublin, rent her place and youll have a fantastic time. The place is very cozy and well located right next to Phoenix park. There is a great pub around the corner serving great food and beers. You can also use the service of Suzans great buddies Bob and Robbie to drive you anywhere. An amazing experience. Suzan is simply the best!"
1973276,562035054,11/10/2019,"We were cancelled the day before by our initial booking.  We found this booking and it ended up being awesome. Susan was kind,  friendly, and assisted us with everything.  The hidden gem!  Our group gained a friend ! We would recommend this location to anyone.  At home feeling !"
1973352,425927080,3/19/2019,"Sheelagh is a great host. She's knowledgeable about great locations to see/eat/tour. She's friendly, caring and respectful. She lets you be, unless you need her for anything. (And she put's up with A LOT, such as five 20 something year old's for parade day!). 
Sheelagh keeps a lovely home. It is spacious, clean, and warm. The views are amazing and it is a great location; close to Dublin, Malahide. I would definitely recommend her and her home for your stay!"
1973352,429922936,3/29/2019,"Absolutely perfect location by the Irish Sea. We rented a car to get around and had plenty of street parking. But the bus lines will easily get you to Dublin and the surrounding areas with lovely towns within walking distance as well. 
Sheelagh was an exceptional host. We had some travel issues and she was there to help from start to finish. She offered wonderful tips on places to eat/visit and the apt had a large collection of brochures and site information that proved very helpful. We would absolutely stay at Sheelaghs apt again. Really cant say enough good things about the host and the location, just wonderful!"
1973352,436481847,4/13/2019,Sheelaghs place is well described in the advert. She is a lovely person very friendly and helpful. The flat is airy and bright. Good wi-fi and all you need for your stay. Not far from the sea. Lovely view from the Kitchen window.
1973352,448626336,5/5/2019,"Sheelaghs place was perfect for anyone who wants to be in Dublin but in away from the busy city center, only a short walk from the beach. Sheelagh was there to greet us when we got there and is extremely helpful when it comes to suggesting where to go and what to see! I loved staying in this apartment and would definitely love to stay here again if I was in Dublin!"
1973352,462637214,6/2/2019,"Fantastic apartment, near the best beach of Dublin area. The apartment has everything you need and a very well equipped kitchen. Couldn't ask more"
1973352,484706076,7/9/2019,Everything was nice and clean. Sheelagh was very nice and gave us informations concerning what to do in the city or in the neighbourhood. The flat is perfectly connected to the airport and the city (via bus ca 40 min). I can only thank Sheelagh for our wonderful time in Dublin! :)
1973352,491594734,7/20/2019,"Ottimo alloggio in splendida posizione. Appartamento dotato di tutti gli accessori necessari, soprattutto in cucina."
1973352,497037197,7/28/2019,"Shellagh is a very nice person, she is very helpful and friendly.  The apartment is very clean.  Very good public transport to Dublin.  Near the beach with great views.  I highly recommend the place and greetings from the whole family for Shellagh."
1973352,504156820,8/7/2019,"Sheelagh is a warm and welcoming person who really care for the visitors. The appartment was perfect for me and my 3 kids. Perfect location, good size, comfortable beds, clean and quiet and with all the facilities we could ask for. A short walk to the beach or the local store. Or a short walk to the busstop and you can go everywhere you want. I reallly recommend this place!"
1973352,518282178,8/26/2019,"Very nice place, next to beach 5 mins away, near bus stops to Dublin."
1982951,421997557,3/10/2019,"I was delighted to stay at Bairbre's lovely house! Everything in it is unique and arranged with great taste. Bairbre is a fantastic hostess who can recommend you places for food and drinks, as well as for your cultural nourishment. She was very accessible for any questions, from booking to leaving the place. The house is located in a cute neighbourhood, easily accessible by foot or bus from the city center. There are also some pubs/restaurants closer by that seem nice (I tried a bar around the corner that serves pizza and had some musical quiz going on). I highly recommend Bairbre's place and will certainly stay there again (if it's not already booked)!"
1982951,425491865,3/18/2019,"Great little house in the heart of Dublin, Bedroom is downstairs next to kitchen. The house is uniquely decorated which adds to the charm. Easy to walk to city center or opposite side of town. Bairbre is a great host and goes out her way to make you feel welcome and provides great info for attractions around the area."
1982951,431004210,3/31/2019,Bairbre is an amazing and welcoming host who happily gives tips about the city.The house is sweet and charming.
1982951,434098514,4/7/2019,"Great, clean and friendly. You get the real Irish experience and we even got breakfast :-)"
1982951,444824736,4/28/2019,Bairbre's place is a great value and very eclectic. It was one of the most interesting experiences and Airbnb's I've ever stayed at.
1982951,451745419,5/12/2019,Barb was easy to communicate with and the house clean and tidy. Quirky/cool little spot. Quick little walk into the city. I would stay here again.
1982951,454952417,5/19/2019,"Bairbre offers you a Dubliners experience and view of the city, what a lovely person and cozy place! Highly recommend it."
1982951,457532743,5/24/2019,"Bairbre is a great host, very helpful and more than happy to answer any questions you have! Would recommend"
2026810,418503447,3/2/2019,"Excellent place in an excellent location. Far enough away from city center, but also at the same time extremely close. 

Highly recommend!"
2026810,421390124,3/9/2019,Mary's place was lovely! Thanks for a great stay. Perfect location for my work.
2026810,423149599,3/13/2019,Well-located house with a cozy bedroom and a good host. Really enjoyed my stay
2026810,426203333,3/20/2019,"Mary is a very polite host with a lovely house. She is also a nice partner to have a chat with.

The area has a lot to offer. Quick travel to to city center via Luas."
2026810,430360941,3/30/2019,"Had a very pleasant stay. The location is ideal with public transport just around the corner, lots of shops and restaurants around and a 20-30 min walk will get you to the city centre. I would definitely come here again and can fully recommend it to anyone thinking about visiting Dublin!"
2026810,434099347,4/7/2019,"Great house, great location, great host"
2026810,436175974,4/12/2019,Mary's place is lovely - perfect location and super homely house that really feels like a home away from home. Would highly recommend!
2026810,438342487,4/16/2019,"Very accurate to listing! Easy walk to town and cute area with lots of shops. Only would have wished to have a lock on my room, given there were a couple other travelers in the house during my stay. Given there was no safe, I felt a little worried about my expensive belongings/passport being left in my room. Though I felt safe and loved the space, it was in the back of my mind that anyone could enter my room at anytime if they chose to."
2026810,440208308,4/20/2019,"A no-fuss, fabulous and cosy Airbnb experience- was perfect!"
2026810,442421389,4/23/2019,"The house is located in a pleasant and dynamic area not far from the center of Dublin. It is very well served by the public transportation,  pharmacy, restaurants, supermarkets are at 2 minutes walk. Even though the house is large and very pretty, I wouldn't recommend it for travellers that like cleanliness and privacy (no keys to lock the room)"
2026810,445927886,4/30/2019,"Mary was a lovely host and the room was clean, quiet and the house was conveniently located. I highly recommend. :)"
2026810,448403478,5/5/2019,A lovely comfortable stay
2026810,452557618,5/13/2019,Nice spot for a private room. Close to the train & busses
2026810,453974514,5/17/2019,"Mary was a wonderful host, her home is so clean and well kept. Excellent location and so close to all public transport."
2026810,455776381,5/20/2019,"Mary is a lovely and very welcoming host. I highly enjoyed the chats we had together and she made me feel like at home immediately. The appartment is perfectly situated to reach city center in no time either by foot, bus or tram - that was very convenient."
2026810,473871387,6/22/2019,"Mary is a wonderful host. Perfectly and appropriately  communicative in each stage of the Airbnb experience. I lived there for 4 weeks - I walked to the centre of the City every day except for three - for those three I took the Luans - extremely convenient - 4 stops to St Stevens Green. Buses too are plentiful and frequent. And, no exaggeration  - many excellent restaurants / pubs / cafes / food shops within a few minutes walk - while also being on a quiet and friendly street. The best of all worlds! The bedroom was very comfortable - everything clean and ready for my arrival! This was an excellent experience for me from  every perspective.  Added bonus - Mary knows Ireland very well. !00% recommend Mary's Airbnb!"
2026810,477021528,6/27/2019,"Nice little room, ventilation of a building nearby was a bit noisy.

One can get to the city center by bus or luas very quick, but it also not far by foot."
2026810,479611428,7/1/2019,"Couldn't recommend this Air bnb enough. Very clean and quiet, Mary is a great host, replied to any queries very quickly. Ranelagh is the perfect location too, short walk or luas trip to the city Centre"
2026810,483246433,7/7/2019,"A very clean single bed bedroom and comfortable enough for single traveler. Good location, a step and a hop to transits both bus and tram. In a good day it would take you 15min to main tourist centre but prepare for traffic heading back. Mary is quick to response on any queries, thank you letting me stay at your place."
2026810,488604513,7/15/2019,Ranelagh is a great locationîcity Centre is easily accessible by foot or public transportation. Very reasonably priced
2026810,494372585,7/24/2019,I stayed at Mary's place for a few nights. The room was clean and nice as was the bathroom. There are a lot of cafes and restaurants nearby and you walk about 25-30 minutes into the city center (St. Stephen's Green). Mary was a nice and friendly host.
2026810,513411770,8/19/2019,"My son and I were visiting Dublin for the first time, attending the World Science Fiction Convention at the massive futuristic Convention Centre. Mary's comfortable multi-level terrace house was ideal for us. The local area near Ranelagh has plenty of coffee shops, restaurants and bars. The local Tesco Express also came in handy. We found we could easily commute into the centre by using the modern tram system. You can purchase a 7 day Leaf travel card for 40 euros which allows travel by tram or bus, including the ride to and from the airport. Mary's place also provides handy and modern kitchen facilities so we were able to make our own breakfasts and usually an evening meal when we got back each day. All in all, a clean house reasonably priced in a good location."
2026810,514934613,8/22/2019,"The house is fantastic, great quirky style lovely, probably the cleanest Airbnb Ive ever stayed in. Location itself is close to a lot of nice cafes, bar/restaurants and supermarket amenities with bus routes and luas to the centre. Check-in was seamless too!"
2026810,520360943,8/30/2019,"Awesome location, and Mary is a phenomenal host!"
2026810,523365335,9/3/2019,I thoroughly enjoyed my stay at Mary's house.  Her instructions on check-in and house were very clear and made my stay easy.  She also takes an interest in her guests and is helpful in giving local suggestions regarding eating or any need.
2026810,525198304,9/7/2019,Nice apartment! Easy to get to the city center by train and bus! many shops and restaurants around the house. Mary also was very nice and kind!
2026810,527270711,9/10/2019,Mary is a very helpful woman. Verry friendly. In the Street are much Pubs and Restaurants. To the city center its just a short trip by the tram (10 min). Was a lovely trip to Dublin.
2026810,528596398,9/13/2019,Top host
2026810,530723434,9/16/2019,"Nice place, very central to restaurants, bars and communication. Very quiet at night in the rooms. Loved it."
2026810,533924504,9/22/2019,Fine room to stay in ranaleagh
2026810,536814816,9/27/2019,Nice well-kept accommodation in a lively area of Dublin. Public transport and city center are within walking distance.
2026810,541518145,10/5/2019,"It was my first solo travel to Europe and Mary was an excellent addition to that trip. She was a great host! Very responsive and welcomed me at the door. She was great to talk to and had excellent recommendations and even better directions, for the directionally challenged like me. I didnt have any problems. The room was very cozy and very clean. The house was very quiet and I had no problems getting in and out. Great location, only 20 min by metro to city centre and a 2 minute walk to the metro station. One day I even decided to take the stroll and walk from city centre to the B&B, it took me about 30 min. Did not disappoint! Definitely would recommend to anyone on their trip to Dublin."
2026810,546977970,10/14/2019,Great stay. Very reasonably priced and well-suited for single travelers.
2026810,552274077,10/21/2019,Sehr nette und unkomplizierte Gastgeberin. Tolle Lage.
2026810,553555902,10/24/2019,great
2026810,556418371,10/29/2019,"Nice quiet room with everything you might need available to you. Location is spot on. Easy access to shops, restaurants and Luas tram."
2026810,558092059,11/2/2019,"Absolutely wonderful house, the bed was very comfy for me and I enjoyed every minute if have been there."
2026810,561376289,11/9/2019,Would highly recommend!
2026810,566395920,11/19/2019,"Lovely home, clean and very accessible to public transport. Didnt have a hard time commuting to and from airport and city center. Check-in process seamless as i arrived a bit late and she's not in the house. Mary is also considerate - she allowed me to leave my luggage post checkout. 5‚òÜ host. :))))"
2067000,421381957,3/9/2019,Great room near the city center. Highly recommended.
2067000,421873705,3/10/2019,"Johns place is very conveniently reachable via bus (city busses as well as a direct link to the airport) and everything was absolutel great.
The property and room is easily accessible, with the attached bathroom you also have some privacy and the king-sized bed was so comfy, that even my wife (who never sleeps too well in a bed thats not her own) had a good nights rest."
2067000,422492881,3/11/2019,"Great location if you want to be close to Aviva stadium. Very good directions to the house and how to access it. Bedroom was clean and tidy on arrival but the house was very cold. We had been caught in a snow/hail shower so a cold bedroom didn't add to our experience.  We asked John to put on the heating and he had no hesitation in doing this. Initial check in time given was 6 pm, this is very late,  we asked John for an earlier time, this was arranged without a problem. We booked this property because John had stated it was 700 metres from the 3 arena, he had made an error and it was a 35 minute walk to the 3 arena. John apologised but we wouldn't have booked this room if we had known its actual location. The living room is not available to residents which we respected, however somebody was playing musical instruments in the living room until around 1am. John is a pleasant person. This review is very different from all the others and can only assume it was an ""off"" day."
2067000,423864033,3/15/2019,Nice accomidation and great location. Highly recommend staying here and will love to stay there again next time were in Dublin
2067000,424914330,3/17/2019,"John was a great host and everything went smoothly. The room was clean and everything was as described.
The place is 30 minutes walk from City Center and it is very easy to go there either by bus or walking."
2067000,426559310,3/21/2019,Perfect!
2067000,428944845,3/26/2019,"I have stayed here on quite a few occasions now so have written previous reviews, all positive.  Pleased to say it's still a great place to stay if you want to be in fashionable Ballsbridge and John is always a pleasure to converse with."
2067000,429572039,3/28/2019,"Excellent place to stay. Clean, warm and a friendly host. Very close to amenities and great value for money."
2067000,430350974,3/30/2019,The room was really nice and in the great location. John is a great host!
2067000,430958170,3/31/2019,Lovely clean comfortable room and bed in excellent location.   Host was excellent and extremely responsive and so helpful.   Would recommend highly and will definately stay again.
2067000,432921949,4/5/2019,John communicated very well. We were just there for one night but it was great having a private bathroom in our room! Very comfy bed as well!
2067000,434109882,4/7/2019,Really convenient to the RDS exhibition spaces. Loads of good restaurants and pubs in the vicinity. Comfortable room with a good shower.
2067000,437861183,4/15/2019,"This is a cheap comfy room in a capital city, youth hostel style, a private room with a good bed and located opposite the football stadium, easy walk into the city or catch the bus.  Has an ensuite that does the job.  Great communication with John."
2067000,446420487,5/1/2019,"The good things about this listing:
- Beautiful neighbourhood.
- Very easy to get to town (bus stop a few meters away).
- Pubs and shops close by.
- Good lighting in the room, due to the big window/door to the patio.
- New and comfortable bed.
- The room is nicely decorated.
- Flexible check-in time. Very easy check-in process.

The bad things about this listing:
- The smell. 
- The towels were very old, stained and smelly. 
- The bed covers looked and smelled like they hadn't been washed in a while.
- We didn't get hand soap, shampoo/conditioner, hand towels. 
- We weren't offered coffee/tea/sugar, or other basic cooking items. 
- We didn't get a bit of space in the fridge to save our food. 
- The toilet didn't always flush properly, we had to keep a bucket in the bathroom. The cistern took a long time to fill as well.
- Communication with the host about the issues we were having."
2067000,447902419,5/4/2019,Definitely recommend!
2067000,450785353,5/10/2019,All good.... Great location near rail and bus.  Nice food within 200 meters.  Well appointed
2067000,453224435,5/15/2019,"John is a great host. 
With quick answers and great tips for dinner. the room it was great quiet clean, everything you need to rest from a working day or making tourism. 
I totally recommended!"
2067000,454062115,5/17/2019,"We had a pleasant experience here, and would recommend it to two travellers who might be on a budget. Check-in was easy and the place was accurate to the photos and description. The ensuite bathroom provided some privacy, and the place was clean. It is situated in a nice area, not too far from the city centre. Would definitely recommend."
